Gene	cluster
ZNF264	2
CNOT8	4
ZNF266	4
CHAMP1	6
ZNF267	4
ZNF273	20
ZNF274	4
ZNF277	5
ZNF28	1
ZNF280D	5
ZNF281	18
ZNF283	6
ZNF284	1
ZNF30	9
TERF1	14
NXF1	4
ZNF316	4
ZNF317	6
ZNF32	9
DSCAM	10
ZNF320	4
ZNF322	4
ZNF324B	1
ZNF333	4
ZNF334	3
ZNF337	2
ZNF337-AS1	2
ZNF33A	5
ZNF33B	8
ZNF341	4
ZNF343	4
BEAN1	3
ZNF347	4
ZNF35	9
ZNF354B	4
ZNF358	6
ZNF362	2
ZNF365	2
ZNF391	4
ZNF394	4
ZNF397	7
REEP6	18
ZNF415	6
ZNF420	20
ZNF423	3
KLC4	2
ZNF426	6
ZNF428	15
ZNF430	2
ZNF432	4
ZNF439	2
ZNF44	2
ZNF444	4
GK5	19
ZNF446	6
ZNF449	4
ZNF451	5
ABCB7	2
ZNF468	4
ALG11	2
ZNF48	24
MEF2D	2
ZNF484	4
ZNF487	2
ZNF488	7
ZNF493	2
ZNF496	2
ZNF497	1
ZNF501	1
ZNF503-AS2	1
ZNF506	2
ZNF511	15
ZNF512	4
ZNF514	4
ZNF517	1
ZNF518B	6
ZNF519	5
ZNF524	6
ZNF527	6
ZNF536	7
ZNF540	5
ZNF544	2
ZNF548	4
ZNF549	2
ZNF551	4
RUNX1	25
DRG2	9
ZNF554	6
ZNF555	9
ZNF558	6
ZNF559	2
ZNF562	2
ZNF565	22
ZNF566	2
ZNF568	2
ZNF37BP	10
ZNF57	1
ZNF570	6
ZNF571-AS1	4
ZNF574	6
ZNF579	6
ZNF582	9
SLC4A2	3
ZNF586	19
ZNF587	2
ZNF589	19
FBXW5	15
ZNF592	2
ZNF595	2
SEC62	14
BMP1	11
ZNF608	10
ZNF611	2
ZNF618	3
ZNF622	9
ZNF624	4
ZNF625	18
ZNF641	3
ZNF644	5
ZNF652	5
ZNF653	4
PTTG1IP	3
ZNF654	5
ZNF658	9
PPME1	5
DNAJC30	6
ZNF664	4
ZNF669	6
ZNF674	4
ZNF675	19
ZNF680	2
ZNF682	4
ZNF684	3
MAP3K2	5
ZNF691	9
FERMT3	1
ZNF696	1
ZNF699	1
DDX56	4
ZNF70	1
ZNF701	4
ZNF703	9
CNOT11	4
ZNF708	7
ZNF709	2
ZNF713	2
SS18L2	9
ZNF736	5
ZNF737	2
ZNF746	4
ZNF75A	2
ZNF75D	2
ZNF766	4
ZNF770	2
ZNF771	4
ZNF778	4
ST18	7
ZNF780B	19
ZNF785	2
ZNF786	2
ZNF787	3
ZNF791	2
ZNF793-AS1	1
ZNF799	4
ZNF8	4
ZNF808	4
ZNF813	9
ZNF830	9
CCT8	17
EIF3I	9
ZNF837	1
ZNF84	19
VASH1	4
ZNF841	1
ZNF846	2
ZNF853	6
ZNF865	6
ZNF879	6
UBXN11	9
ZNF880	9
ZNHIT2	6
ZNRF1	5
RPS19	12
ZNRF3	10
ZP3	4
ZRANB1	2
ZRANB3	5
DOK6	10
ZSCAN12	1
ZSCAN16	9
ZSCAN16-AS1	2
ZSCAN2	1
ZSCAN21	6
ZSCAN22	1
ZSCAN23	6
ZSCAN26	4
ZSWIM3	4
ZW10	4
ZXDB	6
ZYX	4
MATN4	1
SLC27A2	3
SCN7A	3
LMTK2	5
PLCXD1	4
IL3RA	4
SLC25A6	12
ASMTL	4
AKAP17A	6
DHRSX	2
ANKRD52	4
ZBED1	6
RPSA	12
ATIC	2
DDX46	14
ANKHD1-EIF4EBP3	1
POLD2	9
PPP1R1A	8
S100A13	9
PKIG	5
GALNT3	3
RPL39L	9
WRAP53	9
CDKN1C	7
SORCS3	10
EARS2	4
PSMC4	9
CNOT2	5
UBXN1	9
LRRC63	7
RER1	6
AADAT	4
KCTD21	1
UQCRFS1	15
PRICKLE3	1
UBALD1	18
FAIM2	14
FARP1	10
ZNF767P	5
IFI27L1	9
DHRS4	4
SOBP	10
PIAS3	1
SLAIN1	7
TRMT10A	1
SBNO2	1
ETAA1	6
RIMS2	10
TMEM134	15
PMPCA	9
CDK11A	4
B4GALNT1	19
THUMPD3-AS1	5
NUP188	4
C1orf131	9
ZNF510	4
GRM2	4
FXYD7	19
GLRA1	3
FOXRED1	16
TPCN2	2
SHC4	3
CCDC71L	6
STAT1	22
TRAFD1	4
FRMPD4	10
SLC25A27	5
GRK4	5
FAM118A	2
ZBTB8B	4
MCF2L2	10
NTM	10
UBR4	5
PMS2P4	4
CROCCP3	19
HSD17B7P2	1
FUOM	9
PSMA7	17
NSUN5P2	4
RDH12	3
NTHL1	9
CNOT3	6
PLEKHA8P1	3
MRPL14	9
PCDHB18P	1
RPS26	17
PIP4K2C	19
PKD1L2	3
GORAB	6
DPY19L2P2	20
AP1S3	2
FAM86JP	1
DUOX2	1
ZNF318	19
BOLA1	9
PGM1	3
SV2C	8
RBM39	5
SPRED2	10
HERC2P3	2
ARPIN	6
FOXJ2	6
SEZ6L	10
TMEM198B	1
LARP4B	5
EP400	5
KCNH5	10
PERP	3
IQUB	2
VPS4B	2
HTR7P1	1
SLC4A1AP	2
KIAA1191	2
NOP9	4
CA5BP1	1
FAM133B	2
ATP11C	8
ARHGAP24	10
CD247	2
ZCCHC2	5
SHANK1	19
DIAPH2	10
TMEM19	6
GAPDH	14
ZNF252P	4
EDARADD	1
PAK1	10
ZNF876P	2
NME3	16
FKBP8	14
PDZD4	4
MMS19	19
ZNF286A	4
BEND7	3
GPR22	19
CCDC97	6
CIZ1	2
DIRAS1	14
RSPH1	3
ZNF41	4
NOL7	15
TMEM203	6
PDE8A	7
STAMBP	7
GLI4	1
FREM2	3
HNRNPH3	14
C3orf70	8
ZCRB1	9
GAREM1	10
IQGAP1	7
ATG3	4
FN3K	4
SEMA3D	10
ANKRD12	10
ZNF443	1
FGD3	3
MLLT10	10
SNHG17	1
SLC1A1	5
GCC1	6
CLMN	7
ZFP91	2
AKAP12	5
GIT2	5
NUDT5	17
TMUB2	4
RHBDF1	1
PSMB2	17
GTF3A	17
STT3B	5
NEK10	10
EZH1	19
LSAMP	10
THY1	14
PRDX4	11
ZFP41	1
ARHGEF26-AS1	3
NOMO1	1
TTC33	2
APOA1	1
TUSC2	17
SIX5	6
PPP2R2D	19
TTC8	5
CLEC16A	5
TAOK3	10
PEX16	9
SPICE1	20
TRMT1	4
COLGALT1	4
PPP4C	15
NPC2	9
TEX261	4
KIF24	3
WFS1	8
PDCD5	17
SMARCD2	3
GRIN3B	1
ORC5	5
CNST	5
RBM5	16
ANKRD28	10
SSR4	17
RAB13	3
VEZT	10
NARS2	5
NNT	5
PLCE1	3
PCDH17	10
HOXB-AS1	1
PCDH19	14
TTC7A	7
GRPEL1	9
LIMK1	2
RPS3	12
ZNF225	6
MFNG	3
SCRN2	9
CCNT1	18
DEGS1	15
PXMP2	11
ZNF235	19
UBR1	5
C4orf46	6
C19orf53	17
LIN7C	23
GSR	2
GNRH1	1
SNX17	9
DOK3	1
ACKR2	1
MBD4	9
HPCA	19
FBL	11
TCEAL8	9
CYTH3	5
CELF3	23
LDB1	4
MCF2L	19
CD74	3
SNW1	2
UHRF2	5
IL6R	3
MDH1	14
MAEA	2
POLL	4
ARL10	2
ASB1	6
SVIP	17
FKTN	5
MAPK7	6
TUBD1	4
TRAPPC10	7
CCT3	17
ZNF473	1
CDO1	11
NGFR	3
DTNB	10
ARL9	3
LPCAT2	25
ICE1	5
NDUFAF7	19
CNOT9	2
EIF4H	4
SUCO	5
FRAS1	10
NSMCE2	10
NEBL	10
MICALL1	3
FANCE	6
C22orf23	1
CLCN5	3
ZNF599	1
ZNF563	9
RPRD1B	2
LMO1	3
GPR26	3
MYO9A	10
TNPO3	5
LCAT	3
FBXO34	5
CRAMP1	2
AMT	4
RDH14	15
PISD	19
RSPH14	18
EPM2A	7
TFDP2	10
ARL2	9
NBPF26	3
CRH	3
UNC5D	10
HHIPL1	4
RPS6KA6	5
EBAG9	9
FBXL5	5
MACROD1	2
FAM124A	7
PPP6R1	4
CREB3L1	3
HMBOX1	5
ZMPSTE24	2
AHCY	9
AP1M2	1
ZNF529-AS1	2
PCBP2	14
MPG	15
ZNF384	6
CCDC157	1
ZFP30	2
FASTKD1	5
MALT1	5
IGDCC3	3
TMOD3	5
LSM11	3
ARF5	15
ACVR2B	2
GRPEL2	6
RCOR1	19
NHSL1	3
ZFYVE26	2
YOD1	6
CAPN5	11
AMZ2P1	9
NHS	8
CEP350	5
ZNF143	9
ZZEF1	5
ARHGAP19	4
CTDSPL	5
UQCRH	17
MRPL18	9
BTBD6	15
KANK2	3
TMEM231	4
SLC20A2	5
ZNF596	4
GTF3C3	2
IPO5	14
LINC00339	1
EIF2B5	4
TUBGCP2	2
PSRC1	8
IL4R	3
DHRS4-AS1	4
THSD7A	10
PPT1	17
PLD2	1
EIF4EBP1	15
BCAT1	14
